
# Curve 0 of 1, 100 points
# Curve title: "normal(x,10.1995,0.3607)"
# x y type
 9.486  0.156349  i
 9.50345  0.171853  i
 9.52091  0.188453  i
 9.53836  0.206173  i
 9.55582  0.225032  i
 9.57327  0.245041  i
 9.59073  0.266206  i
 9.60818  0.288522  i
 9.62564  0.311977  i
 9.64309  0.33655  i
 9.66055  0.362209  i
 9.678  0.388913  i
 9.69545  0.41661  i
 9.71291  0.445234  i
 9.73036  0.474713  i
 9.74782  0.504959  i
 9.76527  0.535876  i
 9.78273  0.567356  i
 9.80018  0.59928  i
 9.81764  0.63152  i
 9.83509  0.663939  i
 9.85255  0.696388  i
 9.87  0.728715  i
 9.88745  0.760759  i
 9.90491  0.792355  i
 9.92236  0.823333  i
 9.93982  0.853521  i
 9.95727  0.882746  i
 9.97473  0.910836  i
 9.99218  0.937622  i
 10.0096  0.962939  i
 10.0271  0.986626  i
 10.0445  1.00853  i
 10.062  1.02851  i
 10.0795  1.04643  i
 10.0969  1.06218  i
 10.1144  1.07564  i
 10.1318  1.08672  i
 10.1493  1.09535  i
 10.1667  1.10147  i
 10.1842  1.10503  i
 10.2016  1.106  i
 10.2191  1.10439  i
 10.2365  1.1002  i
 10.254  1.09347  i
 10.2715  1.08423  i
 10.2889  1.07256  i
 10.3064  1.05853  i
 10.3238  1.04224  i
 10.3413  1.02381  i
 10.3587  1.00334  i
 10.3762  0.980986  i
 10.3936  0.956886  i
 10.4111  0.931195  i
 10.4285  0.904074  i
 10.446  0.87569  i
 10.4635  0.846213  i
 10.4809  0.815816  i
 10.4984  0.784671  i
 10.5158  0.75295  i
 10.5333  0.720822  i
 10.5507  0.68845  i
 10.5682  0.655994  i
 10.5856  0.623606  i
 10.6031  0.591431  i
 10.6205  0.559604  i
 10.638  0.528251  i
 10.6555  0.497489  i
 10.6729  0.467422  i
 10.6904  0.438145  i
 10.7078  0.409741  i
 10.7253  0.382283  i
 10.7427  0.35583  i
 10.7602  0.330433  i
 10.7776  0.306131  i
 10.7951  0.282953  i
 10.8125  0.260918  i
 10.83  0.240036  i
 10.8475  0.22031  i
 10.8649  0.201731  i
 10.8824  0.184287  i
 10.8998  0.167958  i
 10.9173  0.152717  i
 10.9347  0.138535  i
 10.9522  0.125376  i
 10.9696  0.113201  i
 10.9871  0.10197  i
 11.0045  0.0916376  i
 11.022  0.08216  i
 11.0395  0.0734902  i
 11.0569  0.0655816  i
 11.0744  0.0583872  i
 11.0918  0.0518604  i
 11.1093  0.0459555  i
 11.1267  0.0406276  i
 11.1442  0.0358335  i
 11.1616  0.0315311  i
 11.1791  0.0276805  i
 11.1965  0.0242432  i
 11.214  0.0211831  i

