
# Curve 0 of 1, 100 points
# Curve title: "normal(x,10.2958,0.472201)"
# x y type
 9.075  0.0298796  i
 9.10106  0.0344097  i
 9.12712  0.039506  i
 9.15318  0.0452192  i
 9.17924  0.0516012  i
 9.2053  0.0587049  i
 9.23136  0.0665833  i
 9.25742  0.0752894  i
 9.28348  0.084875  i
 9.30955  0.09539  i
 9.33561  0.106882  i
 9.36167  0.119393  i
 9.38773  0.132964  i
 9.41379  0.147627  i
 9.43985  0.163409  i
 9.46591  0.180327  i
 9.49197  0.198392  i
 9.51803  0.217603  i
 9.54409  0.237948  i
 9.57015  0.259404  i
 9.59621  0.281935  i
 9.62227  0.305491  i
 9.64833  0.330008  i
 9.67439  0.355409  i
 9.70045  0.3816  i
 9.72652  0.408476  i
 9.75258  0.435915  i
 9.77864  0.463782  i
 9.8047  0.49193  i
 9.83076  0.520199  i
 9.85682  0.548421  i
 9.88288  0.576414  i
 9.90894  0.603994  i
 9.935  0.630969  i
 9.96106  0.657144  i
 9.98712  0.682324  i
 10.0132  0.706313  i
 10.0392  0.728923  i
 10.0653  0.749968  i
 10.0914  0.769274  i
 10.1174  0.786677  i
 10.1435  0.802028  i
 10.1695  0.815191  i
 10.1956  0.826051  i
 10.2217  0.834509  i
 10.2477  0.84049  i
 10.2738  0.843939  i
 10.2998  0.844826  i
 10.3259  0.843141  i
 10.352  0.838901  i
 10.378  0.832143  i
 10.4041  0.82293  i
 10.4302  0.811343  i
 10.4562  0.797487  i
 10.4823  0.781483  i
 10.5083  0.763472  i
 10.5344  0.743607  i
 10.5605  0.722057  i
 10.5865  0.698999  i
 10.6126  0.674619  i
 10.6386  0.649109  i
 10.6647  0.622665  i
 10.6908  0.595481  i
 10.7168  0.567752  i
 10.7429  0.539668  i
 10.7689  0.511413  i
 10.795  0.483164  i
 10.8211  0.455087  i
 10.8471  0.427337  i
 10.8732  0.40006  i
 10.8992  0.373384  i
 10.9253  0.347427  i
 10.9514  0.322292  i
 10.9774  0.298066  i
 11.0035  0.274822  i
 11.0295  0.252621  i
 11.0556  0.231507  i
 11.0817  0.211512  i
 11.1077  0.192656  i
 11.1338  0.174948  i
 11.1598  0.158384  i
 11.1859  0.142953  i
 11.212  0.128632  i
 11.238  0.115394  i
 11.2641  0.103204  i
 11.2902  0.0920206  i
 11.3162  0.0817996  i
 11.3423  0.0724927  i
 11.3683  0.0640493  i
 11.3944  0.0564173  i
 11.4205  0.0495436  i
 11.4465  0.043375  i
 11.4726  0.0378589  i
 11.4986  0.0329439  i
 11.5247  0.0285797  i
 11.5508  0.0247183  i
 11.5768  0.0213136  i
 11.6029  0.018322  i
 11.6289  0.0157023  i
 11.655  0.0134163  i

