
# Curve 0 of 1, 100 points
# Curve title: "normal(x,10.392,0.548842)"
# x y type
 9.18709  0.0652967  i
 9.21143  0.0719035  i
 9.23577  0.0790231  i
 9.26011  0.086677  i
 9.28446  0.0948854  i
 9.3088  0.103667  i
 9.33314  0.113039  i
 9.35748  0.123016  i
 9.38182  0.13361  i
 9.40616  0.144832  i
 9.43051  0.156687  i
 9.45485  0.16918  i
 9.47919  0.182311  i
 9.50353  0.196074  i
 9.52787  0.210461  i
 9.55221  0.225461  i
 9.57655  0.241055  i
 9.6009  0.257221  i
 9.62524  0.273932  i
 9.64958  0.291155  i
 9.67392  0.308853  i
 9.69826  0.326983  i
 9.7226  0.345497  i
 9.74694  0.364342  i
 9.77129  0.38346  i
 9.79563  0.402788  i
 9.81997  0.422259  i
 9.84431  0.441801  i
 9.86865  0.461339  i
 9.89299  0.480795  i
 9.91734  0.500086  i
 9.94168  0.51913  i
 9.96602  0.537839  i
 9.99036  0.556128  i
 10.0147  0.573909  i
 10.039  0.591095  i
 10.0634  0.607599  i
 10.0877  0.623336  i
 10.1121  0.638224  i
 10.1364  0.652184  i
 10.1608  0.66514  i
 10.1851  0.67702  i
 10.2094  0.687758  i
 10.2338  0.697293  i
 10.2581  0.705572  i
 10.2825  0.712546  i
 10.3068  0.718174  i
 10.3311  0.722425  i
 10.3555  0.725273  i
 10.3798  0.726701  i
 10.4042  0.726701  i
 10.4285  0.725274  i
 10.4528  0.722426  i
 10.4772  0.718176  i
 10.5015  0.712548  i
 10.5259  0.705575  i
 10.5502  0.697297  i
 10.5746  0.687762  i
 10.5989  0.677025  i
 10.6232  0.665145  i
 10.6476  0.65219  i
 10.6719  0.63823  i
 10.6963  0.623342  i
 10.7206  0.607605  i
 10.7449  0.591102  i
 10.7693  0.573916  i
 10.7936  0.556136  i
 10.818  0.537847  i
 10.8423  0.519138  i
 10.8667  0.500094  i
 10.891  0.480803  i
 10.9153  0.461347  i
 10.9397  0.441809  i
 10.964  0.422267  i
 10.9884  0.402796  i
 11.0127  0.383468  i
 11.037  0.36435  i
 11.0614  0.345505  i
 11.0857  0.326991  i
 11.1101  0.308861  i
 11.1344  0.291162  i
 11.1588  0.273939  i
 11.1831  0.257228  i
 11.2074  0.241061  i
 11.2318  0.225467  i
 11.2561  0.210467  i
 11.2805  0.196079  i
 11.3048  0.182316  i
 11.3291  0.169186  i
 11.3535  0.156692  i
 11.3778  0.144837  i
 11.4022  0.133615  i
 11.4265  0.12302  i
 11.4509  0.113043  i
 11.4752  0.103671  i
 11.4995  0.0948889  i
 11.5239  0.0866802  i
 11.5482  0.0790261  i
 11.5726  0.0719063  i
 11.5969  0.0652993  i

