
# Curve 0 of 1, 100 points
# Curve title: "normal(x,10.2958,0.466261)"
# x y type
 9.075  0.0277752  i
 9.10106  0.0321021  i
 9.12712  0.0369875  i
 9.15318  0.0424833  i
 9.17924  0.0486436  i
 9.2053  0.0555234  i
 9.23136  0.0631786  i
 9.25742  0.071665  i
 9.28348  0.0810377  i
 9.30955  0.0913505  i
 9.33561  0.102654  i
 9.36167  0.114997  i
 9.38773  0.128422  i
 9.41379  0.142968  i
 9.43985  0.158664  i
 9.46591  0.175534  i
 9.49197  0.193592  i
 9.51803  0.212842  i
 9.54409  0.233276  i
 9.57015  0.254874  i
 9.59621  0.277604  i
 9.62227  0.301417  i
 9.64833  0.326253  i
 9.67439  0.352033  i
 9.70045  0.378666  i
 9.72652  0.406043  i
 9.75258  0.434041  i
 9.77864  0.462523  i
 9.8047  0.491336  i
 9.83076  0.520316  i
 9.85682  0.549287  i
 9.88288  0.578062  i
 9.90894  0.606448  i
 9.935  0.634242  i
 9.96106  0.661242  i
 9.98712  0.687241  i
 10.0132  0.712034  i
 10.0392  0.73542  i
 10.0653  0.757205  i
 10.0914  0.777204  i
 10.1174  0.795243  i
 10.1435  0.811163  i
 10.1695  0.82482  i
 10.1956  0.836091  i
 10.2217  0.844873  i
 10.2477  0.851084  i
 10.2738  0.854667  i
 10.2998  0.855588  i
 10.3259  0.853838  i
 10.352  0.849434  i
 10.378  0.842417  i
 10.4041  0.832852  i
 10.4302  0.820827  i
 10.4562  0.806452  i
 10.4823  0.789858  i
 10.5083  0.771193  i
 10.5344  0.75062  i
 10.5605  0.728317  i
 10.5865  0.704472  i
 10.6126  0.679283  i
 10.6386  0.652951  i
 10.6647  0.625682  i
 10.6908  0.597682  i
 10.7168  0.569155  i
 10.7429  0.540298  i
 10.7689  0.511305  i
 10.795  0.482358  i
 10.8211  0.45363  i
 10.8471  0.425283  i
 10.8732  0.397464  i
 10.8992  0.370306  i
 10.9253  0.343927  i
 10.9514  0.318431  i
 10.9774  0.293906  i
 11.0035  0.270423  i
 11.0295  0.248041  i
 11.0556  0.226801  i
 11.0817  0.206733  i
 11.1077  0.187854  i
 11.1338  0.170166  i
 11.1598  0.153662  i
 11.1859  0.138327  i
 11.212  0.124133  i
 11.238  0.111048  i
 11.2641  0.0990332  i
 11.2902  0.0880425  i
 11.3162  0.0780275  i
 11.3423  0.0689359  i
 11.3683  0.0607137  i
 11.3944  0.0533055  i
 11.4205  0.0466552  i
 11.4465  0.0407072  i
 11.4726  0.0354067  i
 11.4986  0.0307003  i
 11.5247  0.0265365  i
 11.5508  0.0228659  i
 11.5768  0.0196416  i
 11.6029  0.0168193  i
 11.6289  0.0143576  i
 11.655  0.012218  i

